CandidateName,VoterID,Date
anárion,11,1094835600
anárion,6,1094835600
anárion,96,1094835600
anárion,100,1094835600
anárion,101,1094922000
anárion,26,1094922000
anárion,29,1094922000
anárion,98,1095008400
jor,31,1080493200
jor,102,1080493200
jor,103,1080493200
jor,115,1080493200
jor,15,1080493200
jor,116,1080493200
jor,104,1080493200
jor,17,1080493200
jor,105,1080493200
jor,106,1080493200
jor,68,1080579600
jor,117,1080579600
jor,118,1080579600
jor,119,1080579600
jor,95,1080579600
jor,107,1080579600
jor,108,1080666000
jor,109,1080666000
jor,110,1080666000
jor,11,1080666000
jor,111,1080666000
jor,120,1080666000
jor,112,1080666000
jor,14,1080666000
jor,121,1080666000
jor,122,1080666000
jor,113,1080666000
jor,29,1080752400
jor,123,1080752400
jor,124,1080752400
jor,101,1080752400
jor,114,1080752400
jor,73,1080925200
jor,125,1080925200
proteus,9,1095354000
proteus,5,1095354000
proteus,19,1095354000
proteus,29,1095354000
proteus,11,1095354000
proteus,26,1095440400
proteus,4,1095440400
proteus,6,1095440400
proteus,8,1095440400
proteus,77,1095440400
proteus,28,1095526800
proteus,94,1095613200
proteus,10,1095786000
proteus,126,1095786000
proteus,24,1095786000
proteus,127,1095786000
proteus,68,1095872400
proteus,14,1095872400
proteus,128,1095958800
proteus,129,1095958800
pumpie,9,1099933200
pumpie,132,1099933200
pumpie,23,1099933200
pumpie,58,1099933200
pumpie,133,1099933200
pumpie,72,1099933200
pumpie,134,1099933200
pumpie,78,1099933200
pumpie,135,1099933200
pumpie,136,1099933200
pumpie,55,1099933200
pumpie,18,1099933200
pumpie,137,1099933200
pumpie,127,1099933200
pumpie,138,1099933200
pumpie,21,1100019600
pumpie,33,1100019600
pumpie,28,1100019600
pumpie,139,1100019600
pumpie,140,1100019600
pumpie,103,1100019600
pumpie,26,1100019600
pumpie,80,1100019600
pumpie,141,1100019600
pumpie,27,1100019600
pumpie,142,1100019600
pumpie,71,1100019600
pumpie,143,1100019600
pumpie,8,1100019600
nichalp,4,1095613200
nichalp,44,1095613200
nichalp,94,1095613200
nichalp,29,1095699600
nichalp,26,1095699600
nichalp,8,1095786000
nichalp,145,1095786000
nichalp,10,1095786000
nichalp,142,1095786000
nichalp,33,1095786000
nichalp,28,1095786000
nichalp,146,1096045200
nichalp,39,1096045200
nichalp,11,1096045200
nichalp,6,1096045200
nichalp,5,1096218000
pedanticallyspeaking,149,1095613200
pedanticallyspeaking,23,1095613200
pedanticallyspeaking,94,1095613200
pedanticallyspeaking,41,1095613200
pedanticallyspeaking,20,1095699600
pedanticallyspeaking,89,1095699600
pedanticallyspeaking,71,1095699600
pedanticallyspeaking,80,1095699600
pedanticallyspeaking,29,1095699600
pedanticallyspeaking,9,1095699600
pedanticallyspeaking,26,1095699600
pedanticallyspeaking,19,1095699600
pedanticallyspeaking,8,1095786000
pedanticallyspeaking,47,1095786000
pedanticallyspeaking,11,1095786000
pedanticallyspeaking,150,1098896400
benc,28,1095613200
benc,152,1095613200
benc,86,1095613200
benc,58,1095613200
benc,20,1095699600
benc,33,1095699600
benc,35,1095699600
benc,37,1095699600
benc,26,1095699600
benc,71,1095699600
benc,17,1095699600
benc,19,1095699600
benc,8,1095699600
benc,29,1095786000
benc,41,1095786000
benc,153,1095786000
benc,47,1095786000
benc,10,1095786000
benc,11,1095786000
benc,154,1095786000
benc,155,1095786000
benc,24,1095786000
benc,36,1095872400
benc,80,1095958800
benc,156,1095958800
benc,79,1095958800
benc,23,1096045200
benc,39,1096045200
benc,6,1096045200
benc,5,1096218000
benc,157,1096218000
benc,74,1096218000
benc,25,1096218000
benc,42,1096218000
edge,158,1095786000
edge,159,1095786000
edge,89,1095786000
edge,10,1095786000
edge,67,1095786000
edge,11,1095786000
edge,154,1095786000
edge,160,1095786000
edge,20,1095786000
edge,8,1095786000
edge,93,1095786000
edge,79,1095872400
edge,138,1095872400
edge,27,1095872400
edge,35,1096045200
edge,161,1096045200
edge,6,1096045200
edge,5,1096218000
golbez,58,1095786000
golbez,10,1095786000
golbez,11,1095786000
golbez,72,1095786000
golbez,155,1095786000
golbez,20,1095786000
golbez,26,1095786000
golbez,8,1095786000
golbez,138,1095872400
golbez,36,1095872400
golbez,19,1095958800
golbez,6,1096045200
golbez,5,1096218000
golbez,162,1096218000
golbez,65,1096304400
golbez,21,1096304400
chuq,47,1095786000
chuq,11,1095786000
chuq,26,1095786000
chuq,8,1095786000
chuq,28,1095786000
chuq,39,1095872400
chuq,19,1095872400
chuq,138,1095872400
chuq,10,1095958800
chuq,6,1096045200
chuq,5,1096218000
chuq,58,1096218000
chuq,156,1096304400
chuq,23,1096390800
kloy1334,8,1095786000
kloy1334,33,1095786000
kloy1334,20,1095786000
kloy1334,26,1095872400
kloy1334,27,1095872400
kloy1334,166,1095872400
kloy1334,58,1095958800
kloy1334,11,1096045200
kloy1334,6,1096045200
kloy1334,5,1096218000
kloy1334,79,1096218000
kloy1334,59,1096390800
kloy1334,103,1096390800
kloy1334,165,1107104400
postdlf,39,1095872400
postdlf,26,1095872400
postdlf,19,1095872400
postdlf,138,1095872400
postdlf,47,1095872400
postdlf,154,1095872400
postdlf,20,1095872400
postdlf,80,1095872400
postdlf,48,1095872400
postdlf,37,1095872400
postdlf,92,1095872400
postdlf,89,1095872400
postdlf,9,1095872400
postdlf,8,1095958800
postdlf,10,1095958800
postdlf,156,1095958800
postdlf,71,1095958800
postdlf,23,1096045200
postdlf,11,1096045200
postdlf,6,1096045200
postdlf,162,1096131600
postdlf,5,1096218000
postdlf,21,1096304400
postdlf,59,1096390800
mackensen,68,1095872400
mackensen,26,1095872400
mackensen,29,1095872400
mackensen,28,1095872400
mackensen,19,1095872400
mackensen,23,1095872400
mackensen,39,1095872400
mackensen,94,1095872400
mackensen,14,1095872400
mackensen,33,1095872400
mackensen,8,1095958800
mackensen,128,1095958800
mackensen,17,1095958800
mackensen,11,1096045200
mackensen,6,1096045200
mackensen,5,1096218000
mackensen,58,1096218000
mackensen,25,1096218000
mackensen,47,1096218000
cryptoderk,29,1095872400
cryptoderk,58,1095872400
cryptoderk,39,1095872400
cryptoderk,90,1095872400
cryptoderk,19,1095872400
cryptoderk,94,1095872400
cryptoderk,171,1095872400
cryptoderk,9,1095872400
cryptoderk,8,1095958800
cryptoderk,10,1095958800
cryptoderk,26,1095958800
cryptoderk,154,1095958800
cryptoderk,15,1096045200
cryptoderk,11,1096045200
cryptoderk,6,1096045200
cryptoderk,14,1096131600
cryptoderk,5,1096218000
cryptoderk,157,1096218000
cryptoderk,25,1096218000
cryptoderk,42,1096218000
cryptoderk,172,1096304400
cryptoderk,50,1096390800
poccil,23,1095958800
poccil,27,1095958800
poccil,26,1095958800
poccil,81,1095958800
poccil,8,1095958800
poccil,11,1096045200
poccil,5,1096218000
poccil,173,1096218000
poccil,10,1096304400
poccil,174,1096304400
rdsmith4,75,1096045200
rdsmith4,161,1096045200
rdsmith4,28,1096045200
rdsmith4,6,1096045200
rdsmith4,11,1096045200
rdsmith4,8,1096045200
rdsmith4,26,1096045200
rdsmith4,29,1096131600
rdsmith4,74,1096218000
rdsmith4,25,1096218000
rdsmith4,5,1096218000
rdsmith4,47,1096218000
rdsmith4,87,1096218000
rdsmith4,44,1096218000
rdsmith4,19,1096304400
rdsmith4,10,1096304400
rdsmith4,50,1096390800
rdsmith4,176,1096390800
rdsmith4,58,1096477200
matt_crypto,20,1096477200
matt_crypto,66,1096477200
matt_crypto,177,1096477200
matt_crypto,41,1096477200
matt_crypto,33,1096477200
matt_crypto,23,1096477200
matt_crypto,94,1096477200
matt_crypto,17,1096477200
matt_crypto,35,1096477200
matt_crypto,29,1096477200
matt_crypto,11,1096563600
matt_crypto,8,1096563600
matt_crypto,143,1096650000
matt_crypto,87,1096650000
matt_crypto,19,1096650000
matt_crypto,178,1096650000
matt_crypto,179,1096736400
matt_crypto,180,1096736400
matt_crypto,181,1096736400
matt_crypto,26,1096736400
matt_crypto,10,1096822800
matt_crypto,182,1096822800
matt_crypto,21,1096909200
matt_crypto,58,1096909200
matt_crypto,14,1096909200
matt_crypto,6,1096995600
matt_crypto,27,1097082000
sam_spade,23,1096736400
sam_spade,24,1096822800
sam_spade,47,1096822800
sam_spade,166,1096822800
sam_spade,67,1096822800
sam_spade,185,1096822800
sam_spade,152,1096822800
sam_spade,194,1096822800
sam_spade,10,1096822800
sam_spade,94,1096822800
sam_spade,11,1096822800
sam_spade,9,1096822800
sam_spade,211,1096822800
sam_spade,81,1096822800
sam_spade,40,1096822800
sam_spade,4,1096822800
sam_spade,187,1096822800
sam_spade,12,1096822800
sam_spade,188,1096822800
sam_spade,35,1096822800
sam_spade,17,1096822800
sam_spade,18,1096822800
sam_spade,79,1096822800
sam_spade,8,1096822800
sam_spade,32,1096822800
sam_spade,90,1096822800
sam_spade,26,1096822800
sam_spade,29,1096822800
sam_spade,51,1096822800
sam_spade,28,1096909200
sam_spade,139,1096909200
sam_spade,19,1096909200
sam_spade,44,1096909200
sam_spade,14,1096909200
sam_spade,42,1096909200
sam_spade,189,1096909200
sam_spade,73,1096909200
sam_spade,143,1096909200
sam_spade,33,1096995600
sam_spade,177,1096995600
sam_spade,196,1096995600
sam_spade,54,1096995600
sam_spade,190,1096995600
sam_spade,6,1096995600
sam_spade,25,1096995600
sam_spade,197,1096995600
sam_spade,195,1096995600
sam_spade,198,1096995600
sam_spade,56,1097082000
sam_spade,199,1097082000
sam_spade,172,1097082000
sam_spade,15,1097082000
sam_spade,13,1097082000
sam_spade,55,1097082000
sam_spade,145,1097082000
sam_spade,191,1097082000
sam_spade,200,1097082000
sam_spade,104,1097168400
sam_spade,46,1097168400
sam_spade,212,1097168400
sam_spade,201,1097168400
sam_spade,155,1097168400
sam_spade,59,1097168400
sam_spade,202,1097254800
sam_spade,77,1097341200
sam_spade,203,1097341200
sam_spade,204,1097341200
sam_spade,205,1097341200
sam_spade,206,1097341200
sam_spade,207,1097341200
sam_spade,3,1097341200
sam_spade,208,1097341200
sam_spade,181,1097341200
sam_spade,209,1097341200
sam_spade,192,1097341200
sam_spade,210,1097341200
sam_spade,213,1097341200
sam_spade,125,1100970000
aloan,28,1096822800
aloan,94,1096822800
aloan,20,1096822800
aloan,50,1096822800
aloan,39,1096822800
aloan,26,1096822800
aloan,8,1096822800
aloan,19,1096909200
aloan,11,1096909200
aloan,14,1096909200
aloan,37,1096909200
aloan,55,1096995600
aloan,40,1096995600
aloan,6,1096995600
aloan,143,1096995600
aloan,128,1096995600
aloan,27,1096995600
aloan,13,1097168400
aloan,47,1097168400
aloan,180,1097254800
aloan,215,1097341200
aloan,10,1097427600
fire_star,12,1096909200
fire_star,217,1096909200
fire_star,11,1096909200
fire_star,19,1096909200
fire_star,94,1096909200
fire_star,21,1096909200
fire_star,14,1096909200
fire_star,113,1096909200
fire_star,26,1096909200
fire_star,8,1096909200
fire_star,6,1096995600
fire_star,27,1096995600
fire_star,59,1097168400
fire_star,208,1097254800
fire_star,77,1097341200
fire_star,218,1097427600
fire_star,50,1097427600
fire_star,10,1097427600
fire_star,42,1097427600
neutrality,152,1096909200
neutrality,221,1096909200
neutrality,4,1096909200
neutrality,222,1096909200
neutrality,11,1096909200
neutrality,223,1096909200
neutrality,94,1096909200
neutrality,87,1096909200
neutrality,14,1096909200
neutrality,47,1096909200
neutrality,9,1096909200
neutrality,224,1096909200
neutrality,42,1096909200
neutrality,19,1096909200
neutrality,26,1096909200
neutrality,29,1096909200
neutrality,55,1096909200
neutrality,225,1096909200
neutrality,73,1096909200
neutrality,226,1096909200
neutrality,8,1096909200
neutrality,154,1096995600
neutrality,25,1096995600
neutrality,36,1096995600
neutrality,127,1096995600
neutrality,54,1096995600
neutrality,6,1096995600
neutrality,143,1096995600
neutrality,17,1096995600
neutrality,128,1096995600
neutrality,39,1096995600
neutrality,50,1096995600
neutrality,66,1097082000
neutrality,27,1097082000
neutrality,13,1097082000
neutrality,139,1097082000
neutrality,147,1097082000
neutrality,240,1097082000
neutrality,48,1097082000
neutrality,227,1097082000
neutrality,104,1097168400
neutrality,41,1097168400
neutrality,151,1097168400
neutrality,228,1097168400
neutrality,242,1097254800
neutrality,243,1097254800
neutrality,3,1097254800
neutrality,202,1097254800
neutrality,244,1097341200
neutrality,77,1097341200
neutrality,245,1097341200
neutrality,75,1097341200
neutrality,125,1097341200
neutrality,215,1097341200
neutrality,246,1097341200
neutrality,249,1097427600
neutrality,247,1097427600
neutrality,15,1097427600
neutrality,230,1097427600
neutrality,192,1097427600
neutrality,231,1097514000
neutrality,7,1097514000
neutrality,232,1097514000
neutrality,74,1097514000
neutrality,233,1097514000
neutrality,10,1097514000
neutrality,158,1097514000
neutrality,59,1097514000
neutrality,234,1097514000
neutrality,235,1097514000
neutrality,236,1097514000
neutrality,237,1097514000
neutrality,24,1097514000
neutrality,241,1097514000
neutrality,78,1097514000
neutrality,248,1097600400
neutrality,238,1097600400
neutrality,239,1097600400
neutrality,58,1097600400
neutrality,103,1097600400
neutrality,169,1097600400
jallan,12,1096909200
jallan,19,1096909200
jallan,21,1096909200
jallan,11,1096909200
jallan,94,1096909200
jallan,9,1096909200
jallan,42,1096909200
jallan,26,1096909200
jallan,20,1096909200
jallan,8,1096909200
jallan,55,1096995600
jallan,6,1096995600
jallan,143,1096995600
jallan,14,1097082000
jallan,48,1097082000
jallan,47,1097168400
jallan,138,1097254800
jallan,50,1097254800
jallan,243,1097254800
jallan,10,1097427600
jallan,28,1097427600
jallan,13,1098118800
slowking_man,90,1096909200
slowking_man,139,1096909200
slowking_man,11,1096909200
slowking_man,37,1096909200
slowking_man,23,1096909200
slowking_man,42,1096909200
slowking_man,19,1096909200
slowking_man,29,1096909200
slowking_man,26,1096909200
slowking_man,79,1096909200
slowking_man,20,1096909200
slowking_man,8,1096909200
slowking_man,154,1096995600
slowking_man,55,1096995600
slowking_man,25,1096995600
slowking_man,40,1096995600
slowking_man,127,1096995600
slowking_man,6,1096995600
slowking_man,41,1096995600
slowking_man,143,1096995600
slowking_man,39,1096995600
slowking_man,28,1096995600
slowking_man,21,1097082000
slowking_man,13,1097082000
slowking_man,94,1097082000
slowking_man,48,1097082000
slowking_man,104,1097168400
slowking_man,46,1097168400
slowking_man,201,1097168400
slowking_man,80,1097168400
slowking_man,59,1097168400
slowking_man,47,1097168400
slowking_man,138,1097254800
slowking_man,152,1097254800
slowking_man,215,1097341200
slowking_man,50,1097427600
slowking_man,10,1097427600
slowking_man,74,1097514000
gwalla,12,1097341200
gwalla,215,1097341200
gwalla,94,1097341200
gwalla,25,1097341200
gwalla,23,1097341200
gwalla,26,1097341200
gwalla,28,1097341200
gwalla,58,1097427600
gwalla,50,1097427600
gwalla,27,1097427600
gwalla,40,1097427600
gwalla,169,1097427600
gwalla,20,1097427600
gwalla,236,1097514000
gwalla,10,1097514000
gwalla,11,1097514000
gwalla,253,1097514000
gwalla,223,1097600400
gwalla,254,1097600400
gwalla,71,1097686800
gwalla,47,1097686800
gwalla,6,1097686800
gwalla,74,1097686800
gwalla,35,1097859600
gwalla,19,1097859600
gwalla,255,1097946000
gwalla,256,1100192400
hawstom,166,1097427600
hawstom,94,1097427600
hawstom,9,1097427600
hawstom,258,1097427600
hawstom,8,1097427600
hawstom,25,1097427600
hawstom,29,1097427600
hawstom,17,1097427600
hawstom,72,1097427600
hawstom,26,1097427600
hawstom,28,1097514000
hawstom,136,1097514000
hawstom,10,1097514000
hawstom,11,1097514000
hawstom,14,1097514000
hawstom,6,1097514000
hawstom,20,1097514000
hawstom,127,1097686800
hawstom,260,1097686800
hawstom,50,1097773200
hawstom,35,1097773200
hawstom,78,1097859600
hawstom,19,1097859600
hawstom,259,1098032400
ta_bu_shi_da_yu,263,1097514000
ta_bu_shi_da_yu,79,1097514000
ta_bu_shi_da_yu,41,1097514000
ta_bu_shi_da_yu,21,1097514000
ta_bu_shi_da_yu,264,1097514000
ta_bu_shi_da_yu,10,1097514000
ta_bu_shi_da_yu,58,1097514000
ta_bu_shi_da_yu,47,1097514000
ta_bu_shi_da_yu,13,1097514000
ta_bu_shi_da_yu,265,1097514000
ta_bu_shi_da_yu,163,1097514000
ta_bu_shi_da_yu,11,1097514000
ta_bu_shi_da_yu,235,1097514000
ta_bu_shi_da_yu,35,1097514000
ta_bu_shi_da_yu,9,1097514000
ta_bu_shi_da_yu,237,1097514000
ta_bu_shi_da_yu,6,1097514000
ta_bu_shi_da_yu,132,1097514000
ta_bu_shi_da_yu,20,1097514000
ta_bu_shi_da_yu,143,1097514000
ta_bu_shi_da_yu,28,1097514000
ta_bu_shi_da_yu,125,1097514000
ta_bu_shi_da_yu,48,1097514000
ta_bu_shi_da_yu,94,1097514000
ta_bu_shi_da_yu,266,1097514000
ta_bu_shi_da_yu,46,1097514000
ta_bu_shi_da_yu,8,1097600400
ta_bu_shi_da_yu,27,1097600400
ta_bu_shi_da_yu,267,1097600400
ta_bu_shi_da_yu,36,1097600400
ta_bu_shi_da_yu,25,1097600400
ta_bu_shi_da_yu,103,1097600400
ta_bu_shi_da_yu,268,1097600400
ta_bu_shi_da_yu,142,1097600400
ta_bu_shi_da_yu,180,1097686800
ta_bu_shi_da_yu,127,1097686800
ta_bu_shi_da_yu,74,1097686800
ta_bu_shi_da_yu,147,1097686800
ta_bu_shi_da_yu,258,1097686800
ta_bu_shi_da_yu,26,1097686800
ta_bu_shi_da_yu,71,1097773200
ta_bu_shi_da_yu,50,1097773200
ta_bu_shi_da_yu,72,1097773200
ta_bu_shi_da_yu,77,1097773200
ta_bu_shi_da_yu,17,1097773200
ta_bu_shi_da_yu,99,1097773200
ta_bu_shi_da_yu,14,1097773200
ta_bu_shi_da_yu,59,1097773200
ta_bu_shi_da_yu,269,1097773200
ta_bu_shi_da_yu,23,1097773200
ta_bu_shi_da_yu,257,1097773200
ta_bu_shi_da_yu,128,1097773200
ta_bu_shi_da_yu,139,1097773200
ta_bu_shi_da_yu,270,1097859600
ta_bu_shi_da_yu,181,1097859600
ta_bu_shi_da_yu,19,1097859600
ta_bu_shi_da_yu,24,1097946000
skyler1534,94,1097686800
skyler1534,67,1097686800
skyler1534,40,1097686800
skyler1534,81,1097686800
skyler1534,8,1097686800
skyler1534,25,1097686800
skyler1534,29,1097686800
skyler1534,17,1097686800
skyler1534,154,1097686800
skyler1534,28,1097686800
skyler1534,26,1097686800
skyler1534,231,1097686800
skyler1534,166,1097686800
skyler1534,6,1097686800
skyler1534,258,1097686800
skyler1534,50,1097773200
skyler1534,59,1097773200
cyborgtosser,67,1097859600
cyborgtosser,47,1097859600
cyborgtosser,58,1097859600
cyborgtosser,180,1097859600
cyborgtosser,40,1097859600
cyborgtosser,73,1097859600
cyborgtosser,166,1097859600
cyborgtosser,26,1097859600
cyborgtosser,6,1097859600
cyborgtosser,8,1097946000
cyborgtosser,35,1097946000
cyborgtosser,19,1097946000
cyborgtosser,36,1097946000
cyborgtosser,20,1098032400
cyborgtosser,12,1098032400
cyborgtosser,10,1098032400
cyborgtosser,143,1098118800
cyborgtosser,42,1098118800
cyborgtosser,11,1098205200
cyborgtosser,138,1098205200
cyborgtosser,27,1098291600
cyborgtosser,276,1098291600
cyborgtosser,277,1098291600
cyborgtosser,9,1098291600
cyborgtosser,14,1098291600
cyborgtosser,278,1098291600
cyborgtosser,17,1098291600
cyborgtosser,94,1098291600
cyborgtosser,53,1098291600
cyborgtosser,247,1098291600
cyborgtosser,274,1098378000
cyborgtosser,29,1098378000
cyborgtosser,275,1098378000
rhobite,241,1097946000
rhobite,28,1097946000
rhobite,113,1097946000
rhobite,27,1097946000
rhobite,58,1097946000
rhobite,35,1097946000
rhobite,231,1097946000
rhobite,280,1097946000
rhobite,180,1097946000
rhobite,8,1097946000
rhobite,67,1097946000
rhobite,46,1097946000
rhobite,19,1097946000
rhobite,26,1097946000
rhobite,6,1097946000
rhobite,20,1098032400
rhobite,10,1098032400
rhobite,282,1098118800
rhobite,143,1098118800
rhobite,283,1098205200
rhobite,11,1098205200
rhobite,138,1098205200
rhobite,257,1098291600
rhobite,276,1098378000
rhobite,24,1098378000
rhobite,284,1098464400
rhobite,136,1098464400
rhobite,94,1098550800
ffirehorse,28,1097946000
ffirehorse,26,1097946000
ffirehorse,6,1097946000
ffirehorse,20,1098032400
ffirehorse,25,1098032400
ffirehorse,132,1098032400
ffirehorse,10,1098032400
ffirehorse,8,1098032400
ffirehorse,47,1098118800
ffirehorse,143,1098118800
ffirehorse,42,1098118800
ffirehorse,176,1098205200
ffirehorse,11,1098205200
ffirehorse,138,1098205200
ffirehorse,27,1098291600
ffirehorse,71,1098291600
ffirehorse,257,1098291600
ffirehorse,24,1098378000
ffirehorse,284,1098464400
ffirehorse,136,1098464400
ffirehorse,94,1098550800
ffirehorse,282,1098550800
cool_hand_luke,46,1098032400
cool_hand_luke,26,1098032400
cool_hand_luke,10,1098032400
cool_hand_luke,6,1098032400
cool_hand_luke,261,1098032400
cool_hand_luke,25,1098032400
cool_hand_luke,8,1098032400
cool_hand_luke,47,1098118800
cool_hand_luke,19,1098118800
cool_hand_luke,20,1098118800
cool_hand_luke,12,1098118800
cool_hand_luke,42,1098205200
cool_hand_luke,11,1098205200
cool_hand_luke,29,1098378000
cool_hand_luke,94,1098378000
cool_hand_luke,285,1098378000
cool_hand_luke,3,1098464400
cool_hand_luke,284,1098464400
cool_hand_luke,71,1098550800
cool_hand_luke,282,1098550800
norm,9,1098118800
norm,10,1098118800
norm,28,1098118800
norm,273,1098118800
norm,20,1098118800
norm,8,1098118800
norm,26,1098118800
norm,42,1098118800
norm,11,1098205200
norm,287,1098205200
norm,27,1098291600
norm,24,1098378000
norm,6,1098378000
norm,232,1098550800
norm,100,1098550800
norm,142,1098637200
norm,282,1098637200
norm,140,1098637200
norm,288,1098637200
norm,289,1098637200
norm,25,1098637200
lucky_6.9,228,1098205200
lucky_6.9,40,1098205200
lucky_6.9,94,1098205200
lucky_6.9,54,1098205200
lucky_6.9,21,1098205200
lucky_6.9,19,1098205200
lucky_6.9,4,1098205200
lucky_6.9,8,1098205200
lucky_6.9,25,1098291600
lucky_6.9,29,1098291600
lucky_6.9,104,1098291600
lucky_6.9,18,1098291600
lucky_6.9,80,1098291600
lucky_6.9,58,1098291600
lucky_6.9,55,1098291600
lucky_6.9,33,1098291600
lucky_6.9,47,1098291600
lucky_6.9,50,1098291600
lucky_6.9,71,1098291600
lucky_6.9,26,1098291600
lucky_6.9,6,1098291600
lucky_6.9,215,1098291600
lucky_6.9,273,1098291600
lucky_6.9,45,1098291600
lucky_6.9,79,1098291600
lucky_6.9,291,1098291600
lucky_6.9,17,1098291600
